lga_id,lga,state,zone,lon,lat,area_km2
59680162B7891718144591,Eastern Obolo,Akwa Ibom,South South,7.6895,4.5237,158.8
59680162B22876202690460,Ekeremor,Bayelsa,South South,5.7116,4.949,1847.5
59680162B23543460253472,Degema,Rivers,South South,6.9004,4.5877,668.2
59680162B90577513466378,Andoni,Rivers,South South,7.3736,4.5125,343.8
59680162B58958286313368,Akpabuyo,Cross River,South South,8.531,4.9508,789.1
59680162B48458945930175,Oron,Akwa Ibom,South South,8.2358,4.8699,147.5
59680162B77398299052023,Bakassi,Cross River,South South,8.4716,4.7948,271.9
59680162B50827827535662,Calabar South,Cross River,South South,8.2944,4.9153,155.2
59680162B95559320678868,Udung Uko,Akwa Ibom,South South,8.2917,4.7402,66.4
59680162B89388744582495,Southern Ijaw,Bayelsa,South South,5.8795,4.7145,2713.7
59680162B76564266679550,Iwajowa,Oyo,South West,2.9983,7.989,2541.8
59680162B62922932811240,Ibarapa North,Oyo,South West,3.1763,7.6506,1269.5
59680162B90615098764032,Okrika,Rivers,South South,7.0722,4.6232,611.6
59680162B69679397491551,Imeko Afon,Ogun,South West,2.8455,7.609,1911.6
59680162B15406999540209,Ibeno,Akwa Ibom,South South,8.0953,4.5623,269.0
59680162B49362321791702,Nembe,Bayelsa,South South,6.2875,4.5125,842.4
59680162B44253410475450,Ilaje,Ondo,South West,4.7695,6.1863,1362.9
59680162B87797979497124,Brass,Bayelsa,South South,6.1022,4.4183,1322.6
59680162B93651715341205,Warri North,Delta,South South,5.266,5.8792,2209.0
59680162B74748273614391,Ese Odo,Ondo,South West,4.9557,6.2354,767.6
59680162B33993495702938,Jalingo,Taraba,North East,11.3405,8.9321,265.4
59680162B9558481059390,Burutu,Delta,South South,5.5558,5.215,1805.8
59680162B61760155439631,Girei,Adamawa,North East,12.4664,9.4229,1048.6
59680162B40051654285197,Yorro,Taraba,North East,11.5304,8.8804,1184.7
59680162B5954014037791,Ardo-Kola,Taraba,North East,11.1511,8.8466,2072.9
59680162B21673152212894,Yola North,Adamawa,North East,12.4521,9.2478,75.8
59680162B24147659958725,Yola South,Adamawa,North East,12.3588,9.2417,915.7
59680162B50421987640425,Mbo,Akwa Ibom,South South,8.2424,4.6545,299.2
59680162B35636298384814,Lau,Taraba,North East,11.4639,9.2035,1536.0
59680162B68133263226567,Ibarapa Central,Oyo,South West,3.2428,7.4236,436.0
59680162B29721937623471,Abeokuta North,Ogun,South West,3.1991,7.2453,792.7
59680162B83694422254145,Bonny,Rivers,South South,7.2515,4.4588,243.4
59680162B46174350236230,Warri South-West,Delta,South South,5.3481,5.5071,1286.8
59680162B21053239387442,Warri South,Delta,South South,5.5803,5.6224,547.3
59680162B59329233871626,Akuku Toru,Rivers,South South,6.6294,4.5703,1423.8
59680162B6205124943279,Isokan,Osun,South West,4.2094,7.3004,267.2
59680162B22633527707210,Irewole,Osun,South West,4.2306,7.3962,287.3
59680162B25032665557199,Essien Udim,Akwa Ibom,South South,7.6631,5.0981,300.2
59680162B70948216254513,Onna,Akwa Ibom,South South,7.8489,4.6469,128.6
59680162B44643250914735,Udenu,Enugu,South East,7.5599,6.8807,305.9
59680162B82820769085578,Ogu Bolo,Rivers,South South,7.2115,4.6175,184.9
59680162B14374608149112,Enugu South,Enugu,South East,7.516,6.4088,91.4
59680162B36804655757784,Ikot Ekpene,Akwa Ibom,South South,7.7099,5.2014,161.9
59680162B36558878931890,Nsit Ubium,Akwa Ibom,South South,7.9438,4.7575,206.5
59680162B91433810506609,Urue Offong/Oruko,Akwa Ibom,South South,8.1596,4.7306,116.9
59680162B70631413452384,Abak,Akwa Ibom,South South,7.7997,4.9888,169.5
59680162B97802053648263,Nkanu East,Enugu,South East,7.6736,6.3131,817.6
59680162B63088628372837,Igbo-Eze-South,Enugu,South East,7.365,6.949,167.3
59680162B36149280961759,Nsukka,Enugu,South East,7.3752,6.8321,587.5
59680162B30773772502776,Tai,Rivers,South South,7.2597,4.7565,164.8
59680162B27814311157346,Ife North,Osun,South West,4.4596,7.3899,436.0
59680162B94327255764727,Ayedade,Osun,South West,4.3563,7.3345,997.8
59680162B61434523060701,Ayedire,Osun,South West,4.2329,7.5615,271.4
59680162B72068294191364,Ahoada East,Rivers,South South,6.6411,5.0673,408.4
59680162B71074793306885,Iseyin,Oyo,South West,3.5983,8.0301,2307.4
59680162B74485110483501,Itesiwaju,Oyo,South West,3.3096,8.2285,1730.5
59680162B64506251287847,Kajola,Oyo,South West,3.3578,8.0144,640.6
59680162B79793295224635,Nkanu West,Enugu,South East,7.5324,6.3058,233.8
59680162B68024378624756,Afikpo North,Ebonyi,South East,7.9229,5.8726,262.2
59680162B72688070781247,Donga,Taraba,North East,10.0792,7.654,3112.3
59680162B15532351721986,Oji-River,Enugu,South East,7.3101,6.1587,454.2
59680162B5525087107293,Oyun,Kwara,North Central,4.6309,8.184,489.1
59680162B61116944198945,Ogbia,Bayelsa,South South,6.3141,4.7911,697.6
59680162B173222965225,Asari-Toru,Rivers,South South,6.8408,4.7487,218.0
59680162B78634023582239,Uyo,Akwa Ibom,South South,7.9184,5.0137,140.3
59680162B21074533395167,Ikono,Akwa Ibom,South South,7.8057,5.1699,199.4
59680162B46396512293260,Baruten,Kwara,North Central,3.4407,9.3857,8614.3
59680162B50724647943907,Lagelu,Oyo,South West,4.0818,7.5217,397.3
59680162B89596725903657,Idah,Kogi,North Central,6.7343,7.0541,132.2
59680162B29257457515537,Machina,Yobe,North East,10.0444,13.0437,1364.6
59680162B39308677673484,Ibaji,Kogi,North Central,6.7831,6.8151,1354.6
59680162B38183120701356,Municipal Area Council,FCT,North Central,7.5023,8.8877,1486.4
59680162B83662033692716,Kaiama,Kwara,North Central,4.0749,9.5201,7910.8
59680162B24502748844916,Bakura,Zamfara,North West,5.8656,12.568,1790.2
59680162B38485988708032,Nguru,Yobe,North East,10.3606,12.9815,727.7
59680162B37513478805829,Gummi,Zamfara,North West,5.1171,12.0329,2962.6
59680162B27639129809368,Ajingi,Kano,North West,9.0339,11.959,629.6
59680162B27901935497545,Port-Harcourt,Rivers,South South,7.0182,4.782,72.9
59680162B78681214723365,Augie,Kebbi,North West,4.6066,12.9014,956.1
59680162B95103667512911,Kebbe,Sokoto,North West,4.7434,11.8864,2214.6
59680162B17719625697929,Surulere,Oyo,South West,4.4113,8.0955,856.0
59680162B52609098277437,Ringim,Jigawa,North West,9.1103,12.1661,1034.2
59680162B36304665045822,Emuoha,Rivers,South South,6.7813,4.9236,783.6
59680162B86026568122675,Isi-Uzo,Enugu,South East,7.7336,6.7309,831.3
59680162B64829234996535,Yenegoa,Bayelsa,South South,6.3791,5.0645,712.2
59680162B49050440888294,Ilorin East,Kwara,North Central,4.8262,8.6093,520.7
59680162B61092998371306,Alkaleri,Bauchi,North East,10.3939,9.8675,7160.7
59680162B88302028338466,Omumma,Rivers,South South,7.2279,5.0837,197.2
59680162B7272699675434,Birnin Kudu,Jigawa,North West,9.4579,11.4843,1459.3
59680162B27926848768432,Takum,Taraba,North East,9.8072,7.0548,3120.1
59680162B32427656470349,Esan South-East,Edo,South South,6.4876,6.5778,1306.4
59680162B7861486631755,Ifedayo,Osun,South West,5.0056,7.9895,111.9
59680162B81796058650879,Ori Ire,Oyo,South West,4.0807,8.2496,2087.6
59680162B15317000449503,Ifelodun,Kwara,North Central,5.1818,8.6265,3324.5
59680162B87372052025364,Maradun,Zamfara,North West,6.3261,12.7126,2667.5
59680162B49286325204061,Aninri,Enugu,South East,7.5989,6.0541,323.9
59680162B3222658090770,Abakaliki,Ebonyi,South East,8.2492,6.2638,442.9
59680162B29829764060990,Pategi,Kwara,North Central,5.794,8.6497,3095.4
59680162B74336355497846,Biriniwa,Jigawa,North West,10.0722,12.8186,1592.1
59680162B61170702756328,Ussa,Taraba,North East,10.0597,7.1289,952.1
59680162B89701706643364,Silame,Sokoto,North West,4.8298,12.9936,743.0
59680162B89970230221745,Takai,Kano,North West,9.1506,11.4795,670.0
59680162B85175001165051,Bwari,FCT,North Central,7.4549,9.2065,1037.4
59680162B33186191897384,Edu,Kwara,North Central,5.2064,8.9353,2439.3
59680162B37059166930142,Jema'A,Kaduna,North West,8.25,9.4094,1391.9
59680162B20002653395444,Gumel,Jigawa,North West,9.4059,12.6255,239.3
59680162B68799842423101,Binji,Sokoto,North West,4.7697,13.2095,1088.6
59680162B33139882700556,Kware,Sokoto,North West,5.2939,13.1564,646.8
59680162B46976557303871,Bunza,Kebbi,North West,3.9627,12.2105,1041.1
59680162B35933805912396,Mopa-Muro,Kogi,North Central,5.9113,8.1448,778.5
59680162B91492845849591,Sokoto North,Sokoto,North West,5.2306,13.0662,19.4
59680162B51512347513243,Musawa,Katsina,North West,7.7089,12.1101,677.6
59680162B36658267128816,Ethiope West,Delta,South South,5.7776,5.9089,547.8
59680162B77807256215392,Ishielu,Ebonyi,South East,7.8382,6.4182,730.1
59680162B48034518845808,Sakaba,Kebbi,North West,5.5446,11.1762,1400.6
59680162B63511927639310,Kudan,Kaduna,North West,7.7189,11.2667,347.6
59680162B32850327292174,Kachia,Kaduna,North West,7.6886,9.8571,4598.7
59680162B48318677941344,Sabon Birni,Sokoto,North West,6.2317,13.5264,2311.4
59680162B64770944232121,Uzo-Uwani,Enugu,South East,7.186,6.6841,1035.3
59680162B63355484795141,Jaba,Kaduna,North West,8.0128,9.4727,533.8
59680162B22561739962750,Ibesikpo Asutan,Akwa Ibom,South South,7.9667,4.8956,176.7
59680162B89921626898623,Sokoto South,Sokoto,North West,5.2629,13.0351,32.1
59680162B68131021355449,Yabo,Sokoto,North West,4.9232,12.7733,837.1
59680162B27422550871896,Damboa,Borno,North East,12.7252,11.0478,4830.9
59680162B62360966111253,Matazu,Katsina,North West,7.6588,12.2381,546.5
59680162B54666922464494,Sandamu,Katsina,North West,8.4057,12.9326,340.3
59680162B19433829654146,Mashi,Katsina,North West,8.0139,13.1338,1018.0
59680162B93375949891062,Dan Musa,Katsina,North West,7.2801,12.2615,1092.1
59680162B62375507242594,Kura,Kano,North West,8.4744,11.7791,203.6
59680162B33448314455063,Lere,Kaduna,North West,8.5766,10.3677,2650.7
59680162B91454305469147,Zango,Katsina,North West,8.5484,12.9622,565.0
59680162B797578221173,Wurno,Sokoto,North West,5.4761,13.2429,669.8
59680162B43671986122418,Gudu,Sokoto,North West,4.4433,13.4597,3007.0
59680162B64636531363939,Gwiwa,Jigawa,North West,8.2923,12.7376,443.7
59680162B77130024076735,Birnin Kebbi,Kebbi,North West,4.2669,12.4906,1042.7
59680162B61567493958965,Suru,Kebbi,North West,4.1452,11.7923,1638.0
59680162B26521045145337,Numan,Adamawa,North East,11.846,9.4667,814.5
59680162B23952502219543,Biu,Borno,North East,12.061,10.8288,3185.1
59680162B16574916896740,Kaduna South,Kaduna,North West,7.4015,10.4985,46.4
59680162B86155479852967,Dikwa,Borno,North East,14.0782,11.9604,1683.2
59680162B50201894093674,Zaria,Kaduna,North West,7.6529,11.0248,429.7
59680162B5199404243189,Kalgo,Kebbi,North West,4.0467,12.3839,602.3
59680162B90957738044815,Yankwashi,Jigawa,North West,8.5605,12.7396,305.1
59680162B84224544107566,Kaura,Kaduna,North West,8.4515,9.6424,463.7
59680162B57364751970918,Lamurde,Adamawa,North East,11.7078,9.5572,1090.5
59680162B31936578466171,Monguno,Borno,North East,13.6284,12.5775,2314.2
59680162B73078519517404,Enugu East,Enugu,South East,7.5316,6.5332,372.3
59680162B65219804693248,Ngala,Borno,North East,14.1457,12.3456,2013.3
59680162B83800309048446,Gubio,Borno,North East,12.7755,12.6716,2774.9
59680162B47068494760958,Yagba East,Kogi,North Central,5.7228,8.1359,1530.6
59680162B32856652540007,Chibok,Borno,North East,12.851,10.8373,1272.6
59680162B25728635468586,Tureta,Sokoto,North West,5.495,12.519,1879.7
59680162B87534880716336,Gashaka,Taraba,North East,11.3419,7.4969,8539.3
59680162B24167581171767,Bauchi,Bauchi,North East,9.9506,10.2518,3238.4
59680162B65118596491840,Hawul,Borno,North East,12.3101,10.4613,1878.7
59680162B72404517830917,Uruan,Akwa Ibom,South South,8.0727,5.0076,308.1
59680162B66628176907248,Mayo-Belwa,Adamawa,North East,12.0233,8.9389,2384.7
59680162B11164722545286,Mubi South,Adamawa,North East,13.3206,10.1793,479.2
59680162B35912483761792,Etsako West,Edo,South South,6.2883,7.0054,902.1
59680162B1470225488806,Fune,Yobe,North East,11.428,11.8885,5667.0
59680162B87872962443621,Mobbar,Borno,North East,12.6693,13.0696,2708.9
59680162B46130456424051,Potiskum,Yobe,North East,11.1434,11.685,428.3
59680162B2846194934808,Gwoza,Borno,North East,13.5338,11.1509,3608.5
59680162B36028411577107,Guzamala,Borno,North East,13.1806,12.8584,2387.2
59680162B24409102010221,Maiha,Adamawa,North East,13.1495,9.8629,1354.8
59680162B10585943230735,Gulani,Yobe,North East,11.6424,10.9178,2381.5
59680162B60568566930973,Zing,Taraba,North East,11.739,8.8725,877.4
59680162B54897023187709,Orelope,Oyo,South West,3.7891,8.7825,1060.7
59680162B17891920174093,Nsit Ibom,Akwa Ibom,South South,7.8837,4.9044,145.5
59680162B6607126567740,Fufore,Adamawa,North East,12.7579,9.2453,5096.9
59680162B9896757167153,Mkpat Enin,Akwa Ibom,South South,7.7582,4.7123,338.5
59680162B12689851933854,Owan West,Edo,South South,5.8901,6.9343,736.4
59680162B15311652495769,Kaga,Borno,North East,12.5319,11.5986,3674.2
59680162B13157392837231,Karim Lamido,Taraba,North East,10.8619,9.1528,6132.3
59680162B26946733152657,Kukawa,Borno,North East,13.7301,13.1019,4868.4
59680162B13073760931893,Gombi,Adamawa,North East,12.4974,10.2027,2327.2
59680162B83966420631158,Guyuk,Adamawa,North East,11.9014,9.8365,768.9
59680162B84327981884458,Tudun Wada,Kano,North West,8.513,11.3077,1090.7
59680162B14133510851755,Saki West,Oyo,South West,3.2282,8.65,2072.6
59680162B46313771844948,Toungo,Adamawa,North East,11.7886,7.9328,5683.8
59680162B70529740290920,Abua/Odual,Rivers,South South,6.5665,4.8448,644.6
59680162B44112457363104,Bungudu,Zamfara,North West,6.5155,12.0113,2091.4
59680162B31817043180897,Shani,Borno,North East,11.9117,10.1994,1219.3
59680162B23595872951211,Shagari,Sokoto,North West,5.0725,12.5427,1379.0
59680162B1638752109374,Yunusari,Yobe,North East,11.7691,13.1161,3741.1
59680162B41420170912929,Ganye,Adamawa,North East,11.9876,8.4315,2108.9
59680162B17489209533224,Jada,Adamawa,North East,12.4158,8.7182,3605.6
59680162B98222207712503,Bali,Taraba,North East,10.8547,8.1192,9778.7
59680162B98903295811344,Shelleng,Adamawa,North East,12.1019,9.939,1389.4
59680162B5540117047510,Okitipupa,Ondo,South West,4.7295,6.5654,805.7
59680162B41297071563530,Bayo,Borno,North East,11.6904,10.4689,1053.2
59680162B30032590265448,Ikot Abasi,Akwa Ibom,South South,7.6218,4.6107,280.7
59680162B20780696540875,Maiduguri,Borno,North East,13.1349,11.8316,106.2
59680162B90037113183568,Gujba,Yobe,North East,11.8948,11.3422,3363.4
59680162B23598949397905,Esan North-East,Edo,South South,6.42,6.7821,347.9
59680162B48786148420785,Tafawa-Balewa,Bauchi,North East,9.5937,9.8355,2465.8
59680162B90533313280833,Nangere,Yobe,North East,11.0695,11.807,1154.1
59680162B87230656090923,Ika,Akwa Ibom,South South,7.5544,5.024,112.1
59680162B91029831757376,Dambam,Bauchi,North East,10.7647,11.6286,1185.0
59680162B89766877463651,Ganjuwa,Bauchi,North East,9.9973,10.7428,5473.8
59680162B84828583281462,Nganzai,Borno,North East,13.1294,12.4282,2132.3
59680162B31457176745984,Ahoada West,Rivers,South South,6.4961,5.0207,437.4
59680162B82996162763265,Song,Adamawa,North East,12.6212,9.829,4228.5
59680162B77604659700593,Oshimili North,Delta,South South,6.6486,6.3009,512.5
59680162B60219664923389,Gokana,Rivers,South South,7.2801,4.6349,132.9
59680162B43558777101724,Bukkuyum,Zamfara,North West,5.5967,11.9885,3774.2
59680162B76704120420691,Damaturu,Yobe,North East,12.0341,11.8538,2393.4
59680162B70118559758614,Geidam,Yobe,North East,12.1483,12.7039,3950.6
59680162B67238968218645,Tarmuwa,Yobe,North East,11.837,12.2319,4007.7
59680162B31090464189446,Madagali,Adamawa,North East,13.4996,10.7911,963.9
59680162B49393703134220,Michika,Adamawa,North East,13.3927,10.5832,827.3
59680162B22484757822523,Mubi North,Adamawa,North East,13.3495,10.3568,831.3
59680162B90522809362613,Owan East,Edo,South South,6.1056,7.0306,1246.2
59680162B84612216171504,Hong,Adamawa,North East,12.976,10.292,2603.6
59680162B98184498564097,Nassarawa,Kano,North West,8.5781,12.0084,49.0
59680162B20254719160886,Sabuwa,Katsina,North West,7.0748,11.3434,849.8
59680162B76130047047659,Ohaozara,Ebonyi,South East,7.7782,6.0108,295.8
59680162B64690225464412,Kaura Namoda,Zamfara,North West,6.5717,12.4773,917.2
59680162B60349541451220,Dutsi,Katsina,North West,8.1571,12.9167,372.5
59680162B55022918372626,Kabo,Kano,North West,8.1824,11.8912,351.6
59680162B23965546094498,Dandume,Katsina,North West,7.2215,11.4205,527.4
59680162B97642938083661,Dawakin Tofa,Kano,North West,8.361,12.1431,406.9
59680162B10012275275709,Gezawa,Kano,North West,8.7312,12.0619,380.7
59680162B56562801938729,Bodinga,Sokoto,North West,5.1755,12.8042,697.9
59680162B55239717258244,Zurmi,Zamfara,North West,6.7598,12.8571,2527.0
59680162B63361885953813,Warawa,Kano,North West,8.7933,11.9046,325.2
59680162B53228015633193,Tangaza,Sokoto,North West,4.9704,13.4792,2332.5
59680162B93100308813933,Maigatari,Jigawa,North West,9.6081,12.6997,1005.8
59680162B42687104490462,Danja,Katsina,North West,7.4792,11.4082,507.7
59680162B24316958669382,Fagge,Kano,North West,8.5166,12.033,35.5
59680162B54988677972163,Jibia,Katsina,North West,7.4683,12.9882,1070.7
59680162B65190975434062,Eleme,Rivers,South South,7.1402,4.7785,137.2
59680162B69796164397605,Bebeji,Kano,North West,8.3146,11.5381,722.9
59680162B88243538379460,Rano,Kano,North West,8.5177,11.4881,485.7
59680162B24840578600877,Tarauni,Kano,North West,8.5648,11.9605,23.1
59680162B79884468001879,Etinan,Akwa Ibom,South South,7.8446,4.8176,190.9
59680162B97490121732821,Yewa South,Ogun,South West,2.9757,6.7668,744.6
59680162B80605638185127,Argungu,Kebbi,North West,4.4627,12.6838,1048.6
59680162B20086286793745,Kiru,Kano,North West,8.0962,11.5587,944.0
59680162B37340403082689,Batagarawa,Katsina,North West,7.5314,12.8666,559.4
59680162B43870676483034,Bomadi,Delta,South South,5.8146,5.2277,208.8
59680162B43497988326934,Kwaya Kusar,Borno,North East,11.8541,10.4863,800.3
59680162B4108100426512,Igbo-Etiti,Enugu,South East,7.4263,6.6844,357.4
59680162B97563361057366,Doguwa,Kano,North West,8.6672,10.8762,1407.3
59680162B86291828303656,Bade,Yobe,North East,10.6547,12.7884,1128.1
59680162B41031546236215,Itu,Akwa Ibom,South South,7.998,5.1381,196.5
59680162B41357004175190,Bama,Borno,North East,14.0273,11.5105,3927.1
59680162B52281011363885,Gada,Sokoto,North West,5.7119,13.6855,1423.0
59680162B80813578140782,Gusau,Zamfara,North West,7.0087,12.2532,2040.5
59680162B78639882894514,Lagos Mainland,Lagos,South West,3.3842,6.4987,20.3
59680162B53208862785263,Kaita,Katsina,North West,7.7941,13.1845,778.8
59680162B51390103580898,Minjibir,Kano,North West,8.6142,12.1936,388.2
59680162B87442417129591,Ini,Akwa Ibom,South South,7.7507,5.4027,425.1
59680162B53803782710688,Talata Mafara,Zamfara,North West,6.0816,12.3976,1546.0
59680162B64610537243626,Gwandu,Kebbi,North West,4.6215,12.4774,1016.8
59680162B42162352171568,Birnin Magaji-Kiyaw,Zamfara,North West,6.8684,12.4707,1241.9
59680162B7876035432306,Shanono,Kano,North West,7.9264,12.0972,459.5
59680162B53174064204838,Rogo,Kano,North West,7.8534,11.509,806.5
59680162B85415328791745,Batsari,Katsina,North West,7.2669,12.8369,1108.4
59680162B97039944509950,Eket,Akwa Ibom,South South,7.9471,4.6347,190.0
59680162B18997887117478,Okobo,Akwa Ibom,South South,8.1503,4.8191,306.0
59680162B28367664307560,Kano Municipal,Kano,North West,8.5268,11.9837,15.0
59680162B10627743467335,Bursari,Yobe,North East,11.4876,12.6853,3662.8
59680162B34961354684930,Maiyama,Kebbi,North West,4.2973,12.009,1277.8
59680162B72688390978538,Lagos Island,Lagos,South West,3.3977,6.45,5.1
59680162B5579026585541,Madobi,Kano,North West,8.3406,11.8148,272.1
59680162B14319741144045,Miga,Jigawa,North West,9.6973,12.2328,549.7
59680162B87154562016330,Rimi,Katsina,North West,7.7137,12.8898,466.4
59680162B83052310642670,Gabasawa,Kano,North West,8.8566,12.1346,597.4
59680162B45442733436767,Aleiro,Kebbi,North West,4.4475,12.3175,270.8
59680162B36976404849364,Ungogo,Kano,North West,8.4426,12.0423,216.0
59680162B21010588258079,Tambuwal,Sokoto,North West,4.9441,12.3943,1855.0
59680162B13498430232382,Jega,Kebbi,North West,4.4656,12.104,1030.2
59680162B91304502238334,Katsina,Katsina,North West,7.6272,13.0178,134.9
59680162B24430291126178,Dawakin Kudu,Kano,North West,8.7042,11.7921,425.8
59680162B65662189989638,Arewa Dandi,Kebbi,North West,4.0244,12.6832,4206.4
59680162B44584437839531,Etim Ekpo,Akwa Ibom,South South,7.5637,4.9576,200.0
59680162B46612932493253,Albasu,Kano,North West,9.0404,11.646,504.5
59680162B30227281044650,Marte,Borno,North East,13.8678,12.4483,2111.2
59680162B97880726687240,Kumbotso,Kano,North West,8.5191,11.9164,187.8
59680162B26576505992161,Kazaure,Jigawa,North West,8.4354,12.6699,403.4
59680162B59256397716169,Malumfashi,Katsina,North West,7.7518,11.8606,895.6
59680162B18977545928744,Udi,Enugu,South East,7.3838,6.446,662.0
59680162B76882427234764,Dutse,Jigawa,North West,9.2587,11.8141,1095.0
59680162B43366957039329,Gwaram,Jigawa,North West,10.0687,11.2037,1903.8
59680162B76884691739548,Zangon Kataf,Kaduna,North West,8.2584,9.897,2595.4
59680162B95265909286240,Kiyawa,Jigawa,North West,9.521,11.8,1014.4
59680162B26282391091652,Zaki,Bauchi,North East,10.2377,12.1964,2054.9
59680162B46802984315739,Opobo/Nkoro,Rivers,South South,7.4937,4.5309,100.2
59680162B33775428128459,Shira,Bauchi,North East,10.0542,11.4601,1311.1
59680162B55124041708975,Dass,Bauchi,North East,9.4739,10.0076,683.8
59680162B72641942292242,Enugu North,Enugu,South East,7.4837,6.4484,59.6
59680162B86414227144381,Buji,Jigawa,North West,9.729,11.5461,611.2
59680162B24434385919413,Ukanafun,Akwa Ibom,South South,7.5894,4.9021,247.1
59680162B6425058524044,Agaie,Niger,North Central,6.4267,8.9475,2037.5
59680162B58679994750141,Bagwai,Kano,North West,8.1204,12.1071,428.5
59680162B79502957035648,Kajuru,Kaduna,North West,7.7754,10.2551,2244.1
59680162B69752440983216,Katcha,Niger,North Central,6.2208,9.091,1682.1
59680162B10083289652159,Kafur,Katsina,North West,7.688,11.6245,986.5
59680162B4050907661224,Wasagu-Danko,Kebbi,North West,5.7405,11.3975,4042.6
59680162B96484505623852,Bida,Niger,North Central,5.9574,9.0355,700.1
59680162B60638866528984,Kirfi,Bauchi,North East,10.5191,10.4516,2078.9
59680162B35628626888177,Dandi,Kebbi,North West,3.7977,11.8514,1940.7
59680162B25890229119009,Bagudu,Kebbi,North West,3.8311,11.3173,5612.1
59680162B8390528040617,Kankara,Katsina,North West,7.3615,11.9694,1268.2
59680162B90895100901083,Itas/Gadau,Bauchi,North East,10.0553,11.8854,1632.3
59680162B5781056238943,Apapa,Lagos,South West,3.376,6.4387,37.5
59680162B42065071303183,Ondo East,Ondo,South West,4.959,7.0549,319.8
59680162B82946706311025,Warji,Bauchi,North East,9.7604,11.1424,606.6
59680162B44758551949173,Katagum,Bauchi,North East,10.3487,11.6549,1404.0
59680162B59976260592487,Mani,Katsina,North West,7.9332,12.9074,675.0
59680162B60875368726655,Sanga,Kaduna,North West,8.4594,9.2459,1831.9
59680162B11671066128606,Bogoro,Bauchi,North East,9.6218,9.6389,839.2
59680162B28106531466158,Fika,Yobe,North East,11.2524,11.346,2870.3
59680162B82387239737873,Kuje,FCT,North Central,7.2311,8.67,1900.2
59680162B44120553871969,Sule Tankarkar,Jigawa,North West,9.1749,12.6248,1276.6
59680162B74859155842016,Ibadan North East,Oyo,South West,3.9188,7.3778,18.6
59680162B3936014826761,Bindawa,Katsina,North West,7.8794,12.7082,502.3
59680162B63804955714699,Ilorin South,Kwara,North Central,4.6716,8.4806,287.3
59680162B43637132059207,Gamawa,Bauchi,North East,10.6135,12.0196,2875.4
59680162B31389051207927,Kafin Hausa,Jigawa,North West,9.9825,12.1573,1471.5
59680162B74094197759690,Ado Odo/Ota,Ogun,South West,3.0857,6.6282,858.4
59680162B51570410917379,Garko,Kano,North West,8.8369,11.5648,481.2
59680162B90439441381954,Kubau,Kaduna,North West,8.3609,10.8127,2378.9
59680162B18982121994254,Wukari,Taraba,North East,9.721,7.9518,4296.9
59680162B96182902271382,Gwarzo,Kano,North West,7.9836,11.9009,455.7
59680162B52775693188226,Oyigbo,Rivers,South South,7.3254,4.8316,281.3
59680162B30773939854921,Ughelli South,Delta,South South,5.9184,5.3489,796.2
59680162B55504856664882,Fakai,Kebbi,North West,4.8224,11.5375,1923.6
59680162B31064170938287,Kaugama,Jigawa,North West,9.7467,12.5577,834.8
59680162B14396821090751,Esan Central,Edo,South South,6.2075,6.7065,251.7
59680162B20432910054227,Goronyo,Sokoto,North West,5.7569,13.3458,2025.7
59680162B5704166644463,Ibarapa East,Oyo,South West,3.4804,7.5949,758.3
59680162B29680565367836,Ikpoba-Okha,Edo,South South,5.658,6.185,813.4
59680162B11400589438827,Awgu,Enugu,South East,7.4526,6.1526,423.9
59680162B59717618896779,Olorunsogo,Oyo,South West,4.0433,8.7376,1644.5
59680162B92155854422456,Kabba/Bunu,Kogi,North Central,6.1411,8.0723,2671.6
59680162B85522063023223,Ningi,Bauchi,North East,9.205,11.0258,4973.6
59680162B29995960925404,Kurmi,Taraba,North East,10.6997,7.258,4515.3
59680162B75348496545912,Bakori,Katsina,North West,7.4066,11.6793,740.7
59680162B33769534671223,Nsit Atai,Akwa Ibom,South South,8.0283,4.8266,150.3
59680162B50176982462081,Kankia,Katsina,North West,7.7951,12.4304,727.4
59680162B30447030328077,Gagarawa,Jigawa,North West,9.5193,12.4835,572.4
59680162B9145923747098,Giade,Bauchi,North East,10.2346,11.4166,786.8
59680162B67610911656226,Iguegben,Edo,South South,6.2476,6.5099,377.2
59680162B82334724733824,Akure North,Ondo,South West,5.3162,7.2547,643.5
59680162B16294292751838,Khana,Rivers,South South,7.4387,4.6987,526.7
59680162B34726688570577,Oruk Anam,Akwa Ibom,South South,7.6949,4.8242,541.4
59680162B30906229675123,Misau,Bauchi,North East,10.4634,11.3859,994.7
59680162B30593466404451,Kolokuma/Opokuma,Bayelsa,South South,6.2449,5.0645,358.5
59680162B44599338364171,Karaye,Kano,North West,7.9792,11.7592,422.9
59680162B84100135495566,Sagbama,Bayelsa,South South,6.124,5.0964,958.5
59680162B71065109904105,Garki,Jigawa,North West,9.0678,12.4315,1394.4
59680162B73440349718888,Mai'Adua,Katsina,North West,8.2291,13.152,637.5
59680162B95600296408215,Ezza North,Ebonyi,South East,7.9842,6.2637,382.7
59680162B80393484388201,Ibi,Taraba,North East,9.9328,8.3951,2681.7
59680162B69944768623609,Omala,Kogi,North Central,7.5657,7.7778,1566.7
59680162B60046857326615,Ile Oluji/Okeigbo,Ondo,South West,4.8883,7.2389,894.0
59680162B19484855656708,Baure,Katsina,North West,8.7831,12.7986,888.2
